,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,conservation status,ecomorphological guild,hearing range,hearing threshold,locomotion,mineralized skeleton contains,visual system,geographic distribution includes,habitat,population trend,biogeographic realm,body mass,foraging habitat,life span,trophic guild,weight,host of,eats,ecoregion,type specimen repository,body shape,diet includes,mating system,native range includes,parental care,social system,preys on,number of public records in bold,behavioral circadian rhythm,bill length,genome size,tarsus length,temperature at range midpoint latitude,basal metabolic rate,litters per year,prenatal development duration,body temperature,parasitized by,middle toe length,has ectoparasite,is vector for,growth rate,onset of fertility,has endoparasite,visits flowers of,motility,sensory system,is eaten by,preyed upon by,used for,tarsometatarsus + middle toe length,body length,pathogen of,has host,initial mortality rate,mortality rate doubling time,symbiont of,clutch/brood/litter size,egg mass,has pathogen,harvested in,mutualistic with,mineralized tissue contains,reproduction,standard length,water depth,Total length,parasite of,trophic level,visits,is killed by,invasive in
0,Bells sparrow,Animalia,Chordata,Aves,https://eol.org/pages/45511224,Artemisiospiza belli (Bell's Sparrow) is a species of birds in the family Passerellidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,United States,grassland,,,,,,,,,Histeridae (hister beetles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bells vireo,Animalia,Chordata,Aves,https://eol.org/pages/45509932,Vireo bellii (Bell's Vireo) is a species of birds in the family vireos. They are found in The Neotropics and The Nearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,,,,,flight,,,California,valley,Increasing,The Neotropics,,terrestrial,9.1 years,invertivore,1.8 g,,Toxicodendron pubescens Mill. (Atlantic Poison-oak),,,,,,,,,,,,,,,,,2 /year,14 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Belted flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45511809,Xenotriccus callizonus (Belted Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,United States,"subtropical,terrestrial",Decreasing,The Neotropics,11.5 g,,,,,,,Central American Pine-Oak Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Belted kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/45509673,"Megaceryle alcyon (Belted Kingfisher) is a species of birds in the family Alcedinidae. They are associated with freshwater habitat. They are native to The Nearctic. They are solitary, diurnal carnivores. They have parental care (paternal care and female provides care). They rely on flight to move around.",,,nectonic,,,flight,,,Gulf Of Mexico,,Stable,,,,,piscivore,,,,,,bilaterally symmetric,insects,monogamous,The Nearctic,provisioning,solitary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45 oz,,,,,,,,,,,,,
0,Bendires thrasher,Animalia,Chordata,Aves,https://eol.org/pages/45510160,Toxostoma bendirei (Bendire's Thrasher) is a species of birds in the family Mimidae. They are listed as vulnerable by IUCN. They are found in The Nearctic and The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,,flight,,corneal eyes,United States,mountain,Decreasing,The Nearctic,74.59999999999999 g,,9.5 years,,62.2 g,,,,,,,,,,,,,,,,,,,2 /year,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
0,Bengal bush lark,Animalia,Chordata,Aves,https://eol.org/pages/45516992,Mirafra assamica (Bengal Bush Lark) is a species of birds in the family larks. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Indian Ocean,terrestrial,Stable,the indo-malayan realm,30 g,,,,,,,Chhota-Nagpur Dry Deciduous Forests,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bengal florican,Animalia,Chordata,Aves,https://eol.org/pages/45516079,Houbaropsis bengalensis (Bengal Florican) is a species of birds in the family bustards. They are listed as critically endangered by IUCN and in cites appendix i. They rely on flight to move around.,tympanic middle ear,critically endangered,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,Nepal,"grassland,terrestrial",Decreasing,,2250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Benguet bush warbler,Animalia,Chordata,Aves,https://eol.org/pages/45517084,Locustella seebohmi (Benguet Bush Warbler) is a species of birds in the family Locustellidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,The Philippines,"mountain,terrestrial",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bennetts woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/1177585,Campethera bennettii (Bennett's Woodpecker) is a species of birds in the family woodpeckers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,Indian Ocean,terrestrial,Stable,Afrotropics,83.5 g,,,,,,,Angolan Mopane Woodlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Berlepschs canastero,Animalia,Chordata,Aves,https://eol.org/pages/917992,Asthenes berlepschi (Berlepsch's Canastero) is a species of birds in the family ovenbirds. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,near threatened,,,10 dB,bipedal movement,apatite,corneal eyes,Bolivia,"subtropical,terrestrial",Stable,The Neotropics,,,,,,,,Central Andean Wet Puna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Berlepschs tinamou,Animalia,Chordata,Aves,https://eol.org/pages/45511967,Crypturellus berlepschi (Berlepsch's Tinamou) is a species of birds in the family tinamous. They are found in The Neotropics. They are diurnal.,tympanic middle ear,,,,20 dB,bipedal movement,apatite,corneal eyes,Colombia,"tropical,terrestrial",Decreasing,The Neotropics,527 g,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bermuda flicker,Animalia,Chordata,Aves,https://eol.org/pages/51381511,Colaptes oceanicus (Bermuda Flicker) is a species of birds in the family woodpeckers. This species is extinct. They rely on flight to move around.,tympanic middle ear,extinct,,5000 Hz,20 dB,flight,apatite,corneal eyes,,terrestrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bermuda hawk,Animalia,Chordata,Aves,https://eol.org/pages/52571438,Bermuteo avivorus (Bermuda Hawk) is a species of birds in the family Accipitridae. This species is extinct. They rely on flight to move around.,tympanic middle ear,extinct,,5000 Hz,20 dB,flight,apatite,corneal eyes,,terrestrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bermuda night heron,Animalia,Chordata,Aves,https://eol.org/pages/10617504,Nyctanassa carcinocatactes (Bermuda Night Heron) is a species of birds in the family Ardeidae. This species is extinct. They rely on flight to move around.,tympanic middle ear,extinct,,5000 Hz,20 dB,flight,apatite,corneal eyes,,freshwater habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bermuda petrel,Animalia,Chordata,Aves,https://eol.org/pages/45511287,Pterodroma cahow (Bermuda Petrel) is a species of birds in the family Procellariidae. They are listed as endangered by IUCN. They rely on flight to move around.,tympanic middle ear,endangered,nectonic,,,flight,,corneal eyes,North Atlantic,"coastal,marine",Increasing,,246 g,,,,,,Kondakovia longimana Filippova 1972,,(CM) - CM Birds Collection {http://www.carnegiemnh.org/birds/index.html},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bermuda towhee,Animalia,Chordata,Aves,https://eol.org/pages/45511487,Pipilo naufragus (Bermuda Towhee) is a species of birds in the family Passerellidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Berniers teal,Animalia,Chordata,Aves,https://eol.org/pages/1047366,Anas bernieri (Bernier's Teal) is a species of birds in the family Anatidae. They are listed as endangered by IUCN and in cites appendix ii. They are found in Afrotropics. They rely on flight and drag powered swimming to move around.,tympanic middle ear,endangered,,,20 dB,flight,apatite,corneal eyes,Madagascar,"coastal,terrestrial",Decreasing,Afrotropics,405 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Berniers vanga,Animalia,Chordata,Aves,https://eol.org/pages/45514224,Oriolia bernieri (Bernier's Vanga) is a species of birds in the family Vangidae. They are listed as endangered by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,endangered,,,10 dB,bipedal movement,apatite,corneal eyes,Madagascar,"tropical,terrestrial",Decreasing,Afrotropics,52 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Berthelots pipit,Animalia,Chordata,Aves,https://eol.org/pages/45513745,Anthus berthelotii (Berthelot's Pipit) is a species of birds in the family Motacillidae. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Portugal,"meadow,terrestrial",Stable,the palearctic,16.9 g,,,,,,,,SNSB-Zoologische Staatssammlung Muenchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bertonis antbird,Animalia,Chordata,Aves,https://eol.org/pages/45512734,Drymophila rubricollis (Bertoni's Antbird) is a species of birds in the family typical antbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Brazil,terrestrial,Stable,The Neotropics,10 g,,,,,,,Alto Paraná Atlantic Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bertrams weaver,Animalia,Chordata,Aves,https://eol.org/pages/45514945,Ploceus bertrandi (Bertram's Weaver) is a species of birds in the family Weavers & allies. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Mozambique,freshwater habitat,Stable,Afrotropics,40.6 g,,,,,,,Eastern Miombo Woodlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Berylline hummingbird,Animalia,Chordata,Aves,https://eol.org/pages/45509601,"Amazilia beryllina (Berylline Hummingbird) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics and The Nearctic. They visit flowers of Mandevilla foliosa, Christmas candlestick, Salvia mexicana, and tree tobacco. They rely on flight to move around.",tympanic middle ear,cites appendix ii,,,,flight,apatite,corneal eyes,United States,terrestrial,Unknown,The Neotropics,,,,,,,Opuntia lasiacantha Pfeiff.,,(MLZ) - MLZ Bird Collection (Arctos) {http://www.oxy.edu/moore-lab-zoology},,,,,,,,,,,,,,,,,,,,,,,,,Calliandra houstoniana (Mill.) Standl. (Stickpea),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Besra,Animalia,Chordata,Aves,https://eol.org/pages/914066,Accipiter virgatus (Besra) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,20 dB,flight,apatite,corneal eyes,Sri Lanka,terrestrial,Decreasing,the palearctic,142 g,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bewicks wren,Animalia,Chordata,Aves,https://eol.org/pages/45510093,Thryomanes bewickii (Bewick's Wren) is a species of birds in the family wrens. They are found in The Neotropics and The Nearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,,,,,flight,,,Tennessee,coastal,Stable,The Neotropics,,terrestrial,8 years,invertivore,1.4 g,,,,,,,,,,,Anyphaenidae (ghost spiders),,,,,,,,2 /year,14 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bhutan laughingthrush,Animalia,Chordata,Aves,https://eol.org/pages/45517229,Trochalopteron imbricatum (Bhutan Laughingthrush) is a species of birds in the family Leiothrichidae. They rely on flight to move around.,otoliths,,,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Bhutan,terrestrial,Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Biak black flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45516912,Myiagra atra (Biak Black Flycatcher) is a species of birds in the family monarch flycatchers. They are listed as near threatened by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,near threatened,,,10 dB,flight,apatite,corneal eyes,South Pacific,"subtropical,terrestrial",Decreasing,australasia,,,,,,,,Biak-Numfoor Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Biak coucal,Animalia,Chordata,Aves,https://eol.org/pages/45517804,Centropus chalybeus (Biak Coucal) is a species of birds in the family Cuculidae. They are listed as near threatened by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,near threatened,,,20 dB,flight,apatite,corneal eyes,South Pacific,"tropical,terrestrial",Decreasing,australasia,,,,,,,,Biak-Numfoor Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Biak gerygone,Animalia,Chordata,Aves,https://eol.org/pages/45516691,Gerygone hypoxantha (Biak Gerygone) is a species of birds in the family Acanthizidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,South Pacific,subtropical,,australasia,,,,,,,,Biak-Numfoor Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Biak lorikeet,Animalia,Chordata,Aves,https://eol.org/pages/45517914,Trichoglossus rosenbergii (Biak Lorikeet) is a species of birds in the family Psittaculidae. They are listed as vulnerable by IUCN. They rely on flight to move around.,otoliths,vulnerable,,1000 Hz,20 dB,bipedal movement,apatite,corneal eyes,,terrestrial,Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Biak monarch,Animalia,Chordata,Aves,https://eol.org/pages/45516894,Symposiachrus brehmii (Biak Monarch) is a species of birds in the family monarch flycatchers. They are listed as endangered by IUCN. They rely on flight to move around.,tympanic middle ear,endangered,,5000 Hz,10 dB,flight,apatite,corneal eyes,South Pacific,"subtropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Biak paradise kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/45516446,Tanysiptera riedelii (Biak Paradise Kingfisher) is a species of birds in the family Alcedinidae. They are listed as near threatened by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,near threatened,,,20 dB,bipedal movement,apatite,corneal eyes,Indonesia,"forest,terrestrial",Decreasing,australasia,,,,,,,,Biak-Numfoor Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Biak scops owl,Animalia,Chordata,Aves,https://eol.org/pages/45517841,Otus beccarii (Biak Scops Owl) is a species of birds in the family typical owls. They are listed as vulnerable by IUCN and in cites appendix ii. They rely on flight to move around.,otoliths,vulnerable,,1000 Hz,-15 dB,bipedal movement,apatite,corneal eyes,Indonesia,terrestrial,Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Biak scrubfowl,Animalia,Chordata,Aves,https://eol.org/pages/45517738,Megapodius geelvinkianus (Biak Scrubfowl) is a species of birds in the family megapodes. They are listed as vulnerable by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,vulnerable,,,20 dB,bipedal movement,apatite,corneal eyes,Indonesia,"subtropical,terrestrial",Decreasing,australasia,525 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Biak whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45517351,Zosterops mysorensis (Biak White Eye) is a species of birds in the family white-eyes. They are listed as near threatened by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,near threatened,,,10 dB,bipedal movement,apatite,corneal eyes,Indonesia,"subtropical,terrestrial",Decreasing,australasia,,,,,,,,Biak-Numfoor Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bianchis warbler,Animalia,Chordata,Aves,https://eol.org/pages/52571075,Phylloscopus valentini (Bianchi's Warbler) is a species of birds in the family Phylloscopidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,terrestrial,Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bicknells thrush,Animalia,Chordata,Aves,https://eol.org/pages/45510209,Catharus bicknelli (Bicknell's Thrush) is a species of birds in the family thrushes. They are listed as vulnerable by IUCN and as threatened by COSEWIC. They are found in The Neotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,,,,,bipedal movement,,corneal eyes,United States,forest,Decreasing,The Neotropics,,,11.9 years,insectivore,1.7 g,,,,,,,,,,,,,,,,,,,1 /year,12 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bicol ground warbler,Animalia,Chordata,Aves,https://eol.org/pages/45517070,Robsonius sorsogonensis (Bicol Ground Warbler) is a species of birds in the family Locustellidae. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,near threatened,,5000 Hz,10 dB,flight,apatite,corneal eyes,The Philippines,"tropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bicolored antbird,Animalia,Chordata,Aves,https://eol.org/pages/45509847,Gymnopithys bicolor (Bicolored Antbird) is a species of birds in the family typical antbirds. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Colombia,subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bicolored antpitta,Animalia,Chordata,Aves,https://eol.org/pages/45512852,Grallaria rufocinerea (Bicolored Antpitta) is a species of birds in the family antpittas. They are listed as vulnerable by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,vulnerable,,,,bipedal movement,apatite,corneal eyes,Colombia,"montane forest,terrestrial",Decreasing,The Neotropics,44.8 g,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bicolored antvireo,Animalia,Chordata,Aves,https://eol.org/pages/45512659,Dysithamnus occidentalis (Bicolored Antvireo) is a species of birds in the family typical antbirds. They are listed as vulnerable by IUCN. They rely on flight to move around.,otoliths,vulnerable,,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Colombia,"tropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bicolored conebill,Animalia,Chordata,Aves,https://eol.org/pages/919046,Conirostrum bicolor (Bicolored Conebill) is a species of birds in the family tanagers. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,near threatened,,,10 dB,flight,apatite,corneal eyes,South Atlantic,terrestrial,Decreasing,The Neotropics,10.5 g,,,,,,,Araucaria Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bicolored flowerpecker,Animalia,Chordata,Aves,https://eol.org/pages/1051696,Dicaeum bicolor (Bicolored Flowerpecker) is a species of birds in the family Dicaeidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,The Philippines,"subtropical,terrestrial",Stable,the indo-malayan realm,10 g,,,,,,,Mindoro Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bicolored hawk,Animalia,Chordata,Aves,https://eol.org/pages/45511539,Accipiter bicolor (Bicolored Hawk) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,,flight,apatite,corneal eyes,Peru,"savanna,terrestrial",Decreasing,The Neotropics,250 g,,,,,,,,,,,,,,,Zenaida auriculata (Des Murs 1847) (Eared Dove),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bicolored scrubwren,Animalia,Chordata,Aves,https://eol.org/pages/52571374,Aethomyias nigrorufus (Bicolored Scrubwren) is a species of birds in the family Acanthizidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bicolored wren,Animalia,Chordata,Aves,https://eol.org/pages/45510074,Campylorhynchus griseus (Bicolored Wren) is a species of birds in the family wrens. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Mexico,"valley,terrestrial",Stable,The Neotropics,46.5 g,,,,,,,Paraguana Xeric Scrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Biddulphs ground jay,Animalia,Chordata,Aves,https://eol.org/pages/916064,Podoces biddulphi (Biddulph's Ground Jay) is a species of birds in the family Corvidae. They are listed as near threatened by IUCN. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,near threatened,,,10 dB,bipedal movement,apatite,corneal eyes,China,terrestrial,Decreasing,the palearctic,,,,,,,,Central Asian Northern Desert,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bimaculated lark,Animalia,Chordata,Aves,https://eol.org/pages/45513657,"Melanocorypha bimaculata (Bimaculated Lark) is a species of birds in the family larks. They are found in the palearctic, Afrotropics, and the indo-malayan realm. They rely on flight to move around.",tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Yemen,"desert,terrestrial",Stable,the palearctic,62 g,,,,,,,South Iran Nubo-Sindian Desert And Semi-Desert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Biscutate swift,Animalia,Chordata,Aves,https://eol.org/pages/1048607,Streptoprocne biscutata (Biscutate Swift) is a species of birds in the family swifts. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,20 dB,bipedal movement,apatite,corneal eyes,Brazil,"temperate,terrestrial",Decreasing,The Neotropics,116 g,,,,,,,Araucaria Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bishops oo,Animalia,Chordata,Aves,https://eol.org/pages/45510032,"Moho bishopi (Bishop's Oo) is a species of birds in the family Hawaiian Honeyeaters. This species is extinct. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,extinct,,5000 Hz,10 dB,flight,apatite,corneal eyes,United States,terrestrial,,"Oceania continent (Australia, NZ and islands)",42 g,,,,,,,Hawaii Tropical High Shrublands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bismarck black myzomela,Animalia,Chordata,Aves,https://eol.org/pages/45518400,Myzomela pammelaena (Bismarck Black Myzomela) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,North Pacific,"subtropical,terrestrial",Unknown,australasia,14.6 g,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bismarck crow,Animalia,Chordata,Aves,https://eol.org/pages/45518681,Corvus insularis (Bismarck Crow) is a species of birds in the family Corvidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,South Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bismarck fantail,Animalia,Chordata,Aves,https://eol.org/pages/45518667,Rhipidura dahli (Bismarck Fantail) is a species of birds in the family Rhipiduridae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,South Pacific,terrestrial,Stable,australasia,11 g,,,,,,,New Britain-New Ireland Lowland Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bismarck hanging parrot,Animalia,Chordata,Aves,https://eol.org/pages/45517895,Loriculus tener (Bismarck Hanging Parrot) is a species of birds in the family Psittaculidae. They are listed as near threatened by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,near threatened,,,20 dB,bipedal movement,apatite,corneal eyes,South Pacific,terrestrial,Decreasing,australasia,12 g,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bismarck kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/1049979,Ceyx websteri (Bismarck Kingfisher) is a species of birds in the family Alcedinidae. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,vulnerable,,5000 Hz,20 dB,flight,apatite,corneal eyes,South Pacific,terrestrial,Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bismarck pitta,Animalia,Chordata,Aves,https://eol.org/pages/47042961,Erythropitta novaehibernicae (Bismarck Pitta) is a species of birds in the family pittas. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,tropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bismarck whistler,Animalia,Chordata,Aves,https://eol.org/pages/45518627,Pachycephala citreogaster (Bismarck Whistler) is a species of birds in the family whistlers. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,South Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bismarck whistler   ,Animalia,Chordata,Aves,https://eol.org/pages/45518627,Pachycephala citreogaster (Bismarck Whistler) is a species of birds in the family whistlers. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,South Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
